,product_name,link,price,details,gender,product_type
424,CROPPED SATIN SHIRT,https://www.zara.com/in/en/cropped-satin-shirt-p02298175.html,31.266479999999998,Collared V-neck shirt with long sleeves. Front fastening with matching covered buttons.,Women,shirts
425,SHIRT WITH CONTRAST BOLO TIE,https://www.zara.com/in/en/shirt-with-contrast-bolo-tie-p04387260.html,36.095279999999995,Collared shirt featuring a contrast bow and long sleeves. Front fastening with matching covered buttons.,Women,shirts
426,PRINTED RAMIE BLOUSE,https://www.zara.com/in/en/printed-ramie-blouse-p04786302.html,60.239279999999994,Blouse made of 100% ramie. Slot collar and sleeves falling below the elbow. Asymmetric hem with side vents. Button-up front.,Women,shirts
427,CROSSOVER TOP WITH RUFFLES,https://www.zara.com/in/en/crossover-top-with-ruffles-p08051346.html,36.095279999999995,Semi-sheer top with a surplice neckline and long sleeves. Ruffle trim details. This garment is not lined.,Women,shirts
428,EMBROIDERED RHINESTONE SHIRT,https://www.zara.com/in/en/embroidered-rhinestone-shirt-p04786271.html,72.31128,Collared semi-sheer shirt featuring long sleeves with cuffs. Chest patch pocket. Embroidery with rhinestone appliqués. Asymmetric hem with side vents. Button-up front.,Women,shirts
429,TIE-DYE PRINT OVERSIZE SHIRT,https://www.zara.com/in/en/tie-dye-print-oversize-shirt-p08505151.html,39.716879999999996,Long sleeve shirt with a Johnny collar and slits at the cuffs. Asymmetric hem with side vents. Button-up front.,Women,shirts
430,LINEN SHIRT WITH AN ASYMMETRIC HEM,https://www.zara.com/in/en/linen-shirt-with-an-asymmetric-hem-p04786126.html,39.716879999999996,Shirt made of 100% linen. Johnny collar with sleeves falling below the elbow. Asymmetric hem with side vents. Button-up front.,Women,shirts
431,RHINESTONE POPLIN SHIRT,https://www.zara.com/in/en/rhinestone-poplin-shirt-p08741234.html,39.716879999999996,Shirt made of cotton. Lapel collar and long cuffed sleeves. Chest patch pocket. Rhinestone appliqués. Side slits at the hem. Button-up front hidden by a snap-button placket.,Women,shirts
432,SEMI-SHEER BLOUSE WITH RUFFLE TRIMS,https://www.zara.com/in/en/semi-sheer-blouse-with-ruffle-trims-p08081334.html,60.239279999999994,"Semi-sheer blouse featuring a V-neckline, long cape sleeves with drawstrings, ruffled details in matching fabric, asymmetric hem and front fastening with matching ties. Made of viscose.",Women,shirts
433,GABARDINE FABRIC CROPPED SHIRT,https://www.zara.com/in/en/gabardine-fabric-cropped-shirt-p01957001.html,31.266479999999998,Collared shirt made of gabardine fabric. Long sleeves with frayed pleated cuffs. Cut-out chest pocket. Darted back. Button-up front.,Women,shirts
434,PAISLEY PRINT SHIRT,https://www.zara.com/in/en/paisley-print-shirt-p08422135.html,36.095279999999995,Collared shirt with a V-neckline and long sleeves. Side vents at the hem. Fastens at the front with buttons.,Women,shirts
435,MINIMALIST BLOUSE WITH BELT,https://www.zara.com/in/en/minimalist-blouse-with-belt-p08266357.html,72.31128,Semi-sheer blouse made of a viscose blend. V-neckline and long sleeves. Tied belt in the same fabric. Side vents at the hem.,Women,shirts
436,RUFFLED LACE TRIM PRINT SHIRT,https://www.zara.com/in/en/ruffled-lace-trim-print-shirt-p08468155.html,36.095279999999995,Semi-sheer V-neck shirt with long cuffed sleeves. Contrast lace trims and ruffles on the chest. Front fastening with covered buttons.,Women,shirts
437,LINEN POLO COLLAR BLOUSE,https://www.zara.com/in/en/linen-polo-collar-blouse-p04786289.html,39.716879999999996,"Blouse made of 100% linen. Featuring a polo collar, sleeves falling below the elbow and an asymmetric hem with side vents.",Women,shirts
438,STRIPED OVERSIZE SHIRT,https://www.zara.com/in/en/striped-oversize-shirt-p09479267.html,39.716879999999996,Loose-fitting shirt featuring a Johnny collar and long sleeves with cuffs. Chest patch pocket. Pleated detail on the back. Button-up front.,Women,shirts
439,RUFFLED SHIRT WITH FLORAL PRINT,https://www.zara.com/in/en/ruffled-shirt-with-floral-print-p08405227.html,39.716879999999996,Shirt with a V-neck and long sleeves. Front ruffle details.,Women,shirts
440,FLORAL PRINT SATIN TOP,https://www.zara.com/in/en/floral-print-satin-top-p08472139.html,39.716879999999996,Top featuring a crossover high neck with multi-way tied detail at the back. Long sleeves.,Women,shirts
441,LACE TRIM LINEN SHIRT,https://www.zara.com/in/en/lace-trim-linen-shirt-p08078270.html,39.716879999999996,"Shirt made of 100% linen. Lapel collar, long sleeves, front lace trims and a button-up front.",Women,shirts
442,SATIN FLORAL PRINT SHIRT,https://www.zara.com/in/en/satin-floral-print-shirt-p08316715.html,36.095279999999995,Collared shirt with a V-neckline and long sleeves. Asymmetric hem with side vents. Button-down front hidden by a placket.,Women,shirts
443,SEMI-SHEER VOLUMINOUS BLOUSE,https://www.zara.com/in/en/semi-sheer-voluminous-blouse-p08079334.html,60.239279999999994,"Blouse made of viscose. Featuring a straight neckline, long cape sleeves, adjustable shoulder straps and an asymmetric hem.",Women,shirts
444,EMBROIDERED BLOUSE,https://www.zara.com/in/en/embroidered-blouse-p05770036.html,39.716879999999996,Loose-fitting blouse with a slot collar and long sleeves. Contrast embroidery detail.,Women,shirts
445,STRIPED SHIRT,https://www.zara.com/in/en/striped-shirt-p09479276.html,39.716879999999996,Johnny collar shirt made of a viscose blend. Cuffed sleeves falling below the elbow. Back pleat detail. Asymmetric hem with side vents. Button-up front.,Women,shirts
446,SEMI-SHEER COMBINED TEXTURED SHIRT,https://www.zara.com/in/en/semi-sheer-combined-textured-shirt-p01971164.html,39.716879999999996,Collared shirt with long sleeves. Front patch pocket. Textured frayed fabric detail. Button-up front hidden by a placket.,Women,shirts
447,SHIRT WITH CUTWORK EMBROIDERY,https://www.zara.com/in/en/shirt-with-cutwork-embroidery-p08741228.html,36.095279999999995,Round neck shirt featuring long sleeves with elasticated trims. Matching embroidery and ruffled trims. Matching front button fastening.,Women,shirts
448,EMBROIDERED COTTON BLOUSE,https://www.zara.com/in/en/embroidered-cotton-blouse-p05107046.html,36.095279999999995,Long sleeve V-neck blouse made of cotton. Contrast embroidery detail. Button-up fastening at the front.,Women,shirts
449,SHIRT WITH CONTRAST RUFFLES,https://www.zara.com/in/en/shirt-with-contrast-ruffles-p03897163.html,36.095279999999995,Semi-sheer shirt with a slot collar. Long cuffed sleeves. Lining on the front. Ruffle trims with a contrast finish.,Women,shirts
450,100% LINEN SHIRT,https://www.zara.com/in/en/100-linen-shirt-p07558387.html,36.095279999999995,"Collared shirt with long sleeves, front patch pockets and a button-up front.",Women,shirts
451,SHIRT WITH DRAWSTRING NECKLINE,https://www.zara.com/in/en/shirt-with-drawstring-neckline-p07797670.html,36.095279999999995,Shirt featuring long sleeves and a Johnny collar with a drawstring.,Women,shirts
452,SATIN TOP WITH KNOT,https://www.zara.com/in/en/satin-top-with-knot-p02298178.html,36.095279999999995,Crop top featuring a V-neckline with a knot and long sleeves. Invisible side zip fastening.,Women,shirts
453,SMOCKED PRINTED BLOUSE,https://www.zara.com/in/en/smocked-printed-blouse-p08348814.html,36.095279999999995,"Round neck blouse with smocking, long sleeves with elasticated trims and a button-up front.",Women,shirts
454,TIE-DYE PRINT SHIRT,https://www.zara.com/in/en/tie-dye-print-shirt-p07888425.html,39.716879999999996,Collared shirt with long sleeves. Side vents at the hem. Button-up front.,Women,shirts
455,STRIPED JACQUARD BLOUSE,https://www.zara.com/in/en/striped-jacquard-blouse-p04437253.html,39.716879999999996,"Blouse made of a viscose blend. Featuring a V-neckline, long voluminous sleeves, matching stripes and front button fastening.",Women,shirts
456,SHIRT WITH CUTWORK EMBROIDERY,https://www.zara.com/in/en/shirt-with-cutwork-embroidery-p07578101.html,39.716879999999996,Collared shirt with short sleeves. Matching cutwork embroidery detail. Button-up front.,Women,shirts
457,PRINTED RAMIE SHIRT,https://www.zara.com/in/en/printed-ramie-shirt-p04786304.html,39.716879999999996,Shirt made of 100% ramie. Johnny collar and sleeves falling below the elbow with cuffs. Asymmetric hem with side vents. Pleated detail on the back. Front fastening.,Women,shirts
458,OVERSIZE FLOWING SHIRT,https://www.zara.com/in/en/oversize-flowing-shirt-p04387238.html,27.644879999999997,Collared shirt with long sleeves. Front patch pockets. Asymmetric hem. Button-up front.,Women,shirts
459,SEMI-SHEER SHIRT WITH RUFFLES,https://www.zara.com/in/en/semi-sheer-shirt-with-ruffles-p03564172.html,31.266479999999998,Collared sleeveless shirt. Ruffled detail. Button-up front hidden by a placket.This garment is not lined.,Women,shirts
460,OXFORD SHIRT,https://www.zara.com/in/en/oxford-shirt-p08372060.html,31.266479999999998,Shirt made of a cotton blend. Johnny collar and long sleeves. Button-up front.,Women,shirts
461,ROLL-UP SLEEVE LINEN BLEND SHIRT,https://www.zara.com/in/en/roll-up-sleeve-linen-blend-shirt-p04387056.html,31.266479999999998,"Shirt made of a linen blend. Featuring a slot collar, long roll-up sleeves with buttoned tabs, front flap pockets, side vents at the hem and a button-up front.",Women,shirts
462,DRAPED TOP,https://www.zara.com/in/en/draped-top-p07484158.html,31.266479999999998,Sleeveless top with a cowl neckline. Featuring gathering on the shoulders.,Women,shirts
463,STRIPED OVERSIZE LINEN BLEND SHIRT,https://www.zara.com/in/en/striped-oversize-linen-blend-shirt-p07699493.html,36.095279999999995,Collared shirt made of a linen blend. Featuring long sleeves and button fastening at the front.,Women,shirts
464,PRINTED FLOWING BLOUSE,https://www.zara.com/in/en/printed-flowing-blouse-p07907033.html,60.239279999999994,Flowing collared blouse made of viscose. Short sleeves. Chest patch pockets. Button-up front.,Women,shirts
465,TIE-DYE PRINT CROP TOP,https://www.zara.com/in/en/tie-dye-print-crop-top-p08506170.html,36.095279999999995,Top with a surplice neckline and long sleeves. Gathered hem with pleats. Invisible side zip fastening.,Women,shirts
466,100% LINEN SHIRT,https://www.zara.com/in/en/100-linen-shirt-p08372036.html,34.888079999999995,"Collared shirt made of 100% linen. Featuring long sleeves, a front patch pocket and button-up front.",Women,shirts
467,CROPPED SHIRT WITH KNOT,https://www.zara.com/in/en/cropped-shirt-with-knot-p08071675.html,27.644879999999997,Collared shirt featuring turn-up short sleeves with buttoned tabs. Front patch pockets with flaps. Button and knot front fastening.,Women,shirts
468,CROPPED SHIRT WITH CUTWORK EMBROIDERY,https://www.zara.com/in/en/cropped-shirt-with-cutwork-embroidery-p07640914.html,39.716879999999996,Collared shirt with long sleeves. Matching cutwork embroidery and lace trim details. Button-up front.,Women,shirts
469,LINEN SHIRT WITH POCKET,https://www.zara.com/in/en/linen-shirt-with-pocket-p04877242.html,39.716879999999996,Linen shirt. Collar and sleeves falling below the elbow. Patch pocket on the chest. Asymmetric hem. Button-up front.,Women,shirts
470,LONG BLOUSE WITH KNOT,https://www.zara.com/in/en/long-blouse-with-knot-p05107253.html,39.716879999999996,Long blouse made of cotton. Johnny collar and sleeves falling below the elbow. Knot detail on the front. Asymmetric hem.,Women,shirts
471,STRIPED SHIRT WITH TIE DETAIL,https://www.zara.com/in/en/striped-shirt-with-tie-detail-p09878220.html,39.716879999999996,Johnny collar shirt with long sleeves. Side dart details. Wrap-style front with ties.,Women,shirts
472,Z1975 DENIM BLOUSE WITH TIE,https://www.zara.com/in/en/z1975-denim-blouse-with-tie-p06164169.html,39.716879999999996,Blouse featuring a high neck with a tie detail and a V-neckline. Short sleeves with metallic button.,Women,shirts
473,LONG WRINKLED-EFFECT TOP,https://www.zara.com/in/en/long-wrinkled-effect-top-p07822732.html,39.716879999999996,Top with a slot collar and long sleeves. Split hem. Button-up front.,Women,shirts
474,PRINTED COTTON BLOUSE,https://www.zara.com/in/en/printed-cotton-blouse-p04437251.html,39.716879999999996,Blouse made of 100% cotton. V-neck and full sleeves falling below the elbow. Asymmetric hem. Button-up front.,Women,shirts
475,RUFFLED LINEN BLOUSE,https://www.zara.com/in/en/ruffled-linen-blouse-p04043267.html,39.716879999999996,"Blouse made of 100% linen. Featuring a slot collar, ruffle trims in the same fabric and an asymmetric hem.",Women,shirts
476,TRF OVERSIZE DENIM SHIRT,https://www.zara.com/in/en/trf-oversize-denim-shirt-p03607272.html,39.716879999999996,Oversize collared shirt featuring drop-shoulder long sleeves with cuffs. Faded effect. Dart detail at the back. Button-up front.,Women,shirts
477,SATIN GEOMETRIC PRINT SHIRT,https://www.zara.com/in/en/satin-geometric-print-shirt-p02298162.html,39.716879999999996,Loose-fitting collared shirt featuring long sleeves with cuffs. Button-up front hidden by a placket.,Women,shirts
478,RUFFLED SATIN SHIRT,https://www.zara.com/in/en/ruffled-satin-shirt-p07675796.html,31.266479999999998,Collared short sleeve shirt with front ruffle detail. Button-up front hidden by a placket.,Women,shirts
479,CROPPED SHIRT WITH BELT,https://www.zara.com/in/en/cropped-shirt-with-belt-p04661027.html,36.095279999999995,Collared shirt featuring long sleeves with pleated cuffs. False welt pocket on the chest. Contrast belt with metal buckle at the hem. Button-up front.,Women,shirts
480,PRINTED BLOUSE WITH RUFFLES,https://www.zara.com/in/en/printed-blouse-with-ruffles-p03666159.html,36.095279999999995,Blouse with a ruffled V-neck and long sleeves with elasticated trim. Front fastening with matching covered buttons.,Women,shirts
481,BLOUSE WITH GOLD BUTTONS,https://www.zara.com/in/en/blouse-with-gold-buttons-p08404309.html,36.095279999999995,V-neck blouse with pleat and false front buttons. Long sleeves with buttoned opening.,Women,shirts
482,BUTTON-UP LINEN SHIRT,https://www.zara.com/in/en/button-up-linen-shirt-p05427012.html,36.095279999999995,Collared shirt made of 100% linen. Long sleeves with cuffs. Button-up front and buttons at the back.,Women,shirts
483,PRINTED BLOUSE WITH BOW,https://www.zara.com/in/en/printed-blouse-with-bow-p07690475.html,36.095279999999995,Cropped blouse made of a linen blend. Johnny collar and long wide sleeves. Button and tie fastening at the front.,Women,shirts
484,STRIPE CROPPED SHIRT WITH TIE,https://www.zara.com/in/en/stripe-cropped-shirt-with-tie-p04688003.html,36.095279999999995,Shirt featuring a lapel neck and long cuffed sleeves. Faux piped pocket on front. Tie detail in the same fabric. Button-up front.,Women,shirts
485,PLUMETIS SHIRT WITH RUFFLES,https://www.zara.com/in/en/plumetis-shirt-with-ruffles-p08317711.html,36.095279999999995,Semi-sheer collared shirt with long sleeves with ruffled trims and a button-up front. This garment is not lined.,Women,shirts
486,ASYMMETRIC CAPE BLOUSE,https://www.zara.com/in/en/asymmetric-cape-blouse-p07627187.html,72.31128,"Long cape blouse with a round neck, sleeves falling below the elbow and an asymmetric hem.",Women,shirts
487,FLOWING OVERSIZE BLOUSE WITH GATHERED DETAIL,https://www.zara.com/in/en/flowing-oversize-blouse-with-gathered-detail-p08074576.html,36.095279999999995,Oversize blouse with a V-neck and long sleeves. Gathered detailing on the front and back. Side vents at the hem. Front fastening with matching covered buttons.,Women,shirts
488,LONG EMBROIDERED BLOUSE,https://www.zara.com/in/en/long-embroidered-blouse-p07521263.html,60.239279999999994,Long blouse made of a viscose blend. Round neck and short full sleeves. Mirror-effect appliqués and contrast embroidery.,Women,shirts
489,LONG SEMI-SHEER BLOUSE,https://www.zara.com/in/en/long-semi-sheer-blouse-p07873566.html,60.239279999999994,"Long blouse made of 100% viscose. Featuring a V-neckline, short sleeves and an asymmetric hem with front vent.",Women,shirts
490,OVERSIZE BLOUSE WITH GOLD-TONED BUTTONS,https://www.zara.com/in/en/oversize-blouse-with-gold-toned-buttons-p08090920.html,39.716879999999996,Oversize blouse featuring a johnny collar and long sleeves. Front patch pocket. Hem with side vents. Front fastening with gold-toned buttons.,Women,shirts
491,CROPPED STRIPED SHIRT,https://www.zara.com/in/en/cropped-striped-shirt-p03067025.html,31.266479999999998,Collared shirt featuring long sleeves with pleated cuffs. Chest patch pocket. Button-up front hidden by a placket.,Women,shirts
492,OVERSIZE LINEN BLEND SHIRT,https://www.zara.com/in/en/oversize-linen-blend-shirt-p07749351.html,39.716879999999996,Collared shirt made of a linen and cotton blend fabric. Sleeves falling below the elbow. Front button fastening hidden by a placket.,Women,shirts
493,100% LINEN BLOUSE,https://www.zara.com/in/en/100-linen-blouse-p07843707.html,39.716879999999996,Blouse featuring a V-neck with buttons and long sleeves.,Women,shirts
494,STRIPED POPLIN BLOUSE WITH VENTS,https://www.zara.com/in/en/striped-poplin-blouse-with-vents-p09479281.html,39.716879999999996,Blouse made of a cotton blend fabric. V-neckline and long voluminous sleeves. Asymmetric hem with front vents. Button-up front.,Women,shirts
495,CROPPED POPLIN SHIRT,https://www.zara.com/in/en/cropped-poplin-shirt-p04437249.html,39.716879999999996,Cropped collared shirt with short sleeves. Adjustable hem with drawstrings in the same fabric. Button-up front.,Women,shirts
496,RUFFLED SHIRT WITH FLORAL PRINT,https://www.zara.com/in/en/ruffled-shirt-with-floral-print-p08406226.html,39.716879999999996,Shirt featuring a Johnny collar and long sleeves with ruffles. Button-up front.,Women,shirts
497,CONTRAST POPLIN JACKET,https://www.zara.com/in/en/contrast-poplin-jacket-p00264467.html,39.716879999999996,Long V-neck jacket with long sleeves. Fabric appliqué detail made of poplin with contrast stripes. Side vents at the hem. Button-up front.,Women,shirts
498,STRIPED POPLIN CROPPED SHIRT,https://www.zara.com/in/en/striped-poplin-cropped-shirt-p07889271.html,36.095279999999995,Collared shirt featuring drop-shoulder long sleeves with pleated cuffs. Dart detail at the back. Button-up front.,Women,shirts
499,CONTRAST STRIPE CROPPED SHIRT,https://www.zara.com/in/en/contrast-stripe-cropped-shirt-p03298100.html,36.095279999999995,Cropped collared shirt with long sleeves and buttons hidden by a placket. Front patch pocket. Button-up front.,Women,shirts
500,Z1975 DENIM CROPPED SHIRT,https://www.zara.com/in/en/z1975-denim-cropped-shirt-p07796931.html,36.095279999999995,Collared shirt with long sleeves. Faded effect. Front patch pockets with flaps. Button-up front.,Women,shirts
501,ROMANTIC BLOUSE,https://www.zara.com/in/en/romantic-blouse-p08126983.html,36.095279999999995,"Blouse with a slot collar, long sleeves and a button-up front.",Women,shirts
502,PRINTED COTTON SHIRT,https://www.zara.com/in/en/printed-cotton-shirt-p02183240.html,36.095279999999995,Collared shirt made of cotton. Short turn-up sleeves. Chest patch pocket. Button-up front.,Women,shirts
503,STRIPED LINEN BLEND SHIRT,https://www.zara.com/in/en/striped-linen-blend-shirt-p07937474.html,36.095279999999995,Shirt made of a linen blend. Johnny collar and long sleeves. Fastens at the front with buttons.,Women,shirts
504,Z1975 DENIM OVERSIZE JACKET,https://www.zara.com/in/en/z1975-denim-oversize-jacket-p01879238.html,36.095279999999995,"Oversize collared jacket featuring long sleeves with cuffs, front patch pockets and a button-up front with metal buttons.",Women,shirts
505,CROPPED POPLIN SHIRT,https://www.zara.com/in/en/cropped-poplin-shirt-p03615180.html,31.266479999999998,Collared shirt with turn-up short sleeves. Front patch pockets. Button-up front.,Women,shirts
506,COTTON BLEND OXFORD SHIRT,https://www.zara.com/in/en/cotton-blend-oxford-shirt-p08372046.html,31.266479999999998,Shirt made of a cotton blend. Johnny collar and long sleeves. Asymmetric hem. Button-up front.,Women,shirts
507,CROP TOP WITH KNOT,https://www.zara.com/in/en/crop-top-with-knot-p07484163.html,31.266479999999998,V-neck top with a tie and wide long sleeves with slits.,Women,shirts
508,LINEN SHIRT WITH POCKET,https://www.zara.com/in/en/linen-shirt-with-pocket-p04786324.html,39.716879999999996,Collared shirt made of 100% linen. Sleeves falling below the elbow. Chest patch pocket. Button-up front.,Women,shirts
509,TIE-DYE PRINT BLOUSE,https://www.zara.com/in/en/tie-dye-print-blouse-p08040461.html,39.716879999999996,Blouse with a V-neck and long sleeves. Hem with side vents. Button-up front.,Women,shirts
510,GATHERED RAMIE SHIRT,https://www.zara.com/in/en/gathered-ramie-shirt-p08052745.html,39.716879999999996,Slot collar shirt made of 100% ramie. Long sleeves and gathered detailing on the front. Button-up front.,Women,shirts
511,WIDE SLEEVE LINEN SHIRT,https://www.zara.com/in/en/wide-sleeve-linen-shirt-p08402352.html,39.716879999999996,"Collared shirt made of 100% linen. Featuring wide sleeves falling below the elbow, side vents at the hem and a button-up front hidden by a placket.",Women,shirts
512,STRIPED MASCULINE POPLIN SHIRT,https://www.zara.com/in/en/striped-masculine-poplin-shirt-p09479273.html,39.716879999999996,"Collared shirt made of 100% cotton. Featuring long sleeves with cuffs, a chest patch pocket, an asymmetric hem and a button-up front.",Women,shirts
513,FLORAL PRINT LINEN BLEND SHIRT,https://www.zara.com/in/en/floral-print-linen-blend-shirt-p08319446.html,39.716879999999996,Collared shirt made of a linen blend. Long sleeves. Side vents at the hem. Button-up front.,Women,shirts
514,STRIPED POPLIN CROPPED SHIRT,https://www.zara.com/in/en/striped-poplin-cropped-shirt-p08019819.html,36.095279999999995,Collared shirt featuring long sleeves with pleated cuffs. Chest welt pocket. Button-up front.,Women,shirts
515,BLOUSE WITH RUFFLES,https://www.zara.com/in/en/blouse-with-ruffles-p03666162.html,36.095279999999995,Blouse featuring a slot collar with faux pearl appliqués. Long sleeves. Front ruffle details.,Women,shirts
516,TRF CROPPED DENIM SHIRT,https://www.zara.com/in/en/trf-cropped-denim-shirt-p08197470.html,36.095279999999995,Collared cropped shirt featuring long sleeves with cuffs. Chest patch pocket. Frayed hem. Snap-button fastenings on the front.,Women,shirts
517,CROPPED SHIRT WITH POCKET,https://www.zara.com/in/en/cropped-shirt-with-pocket-p05427005.html,31.266479999999998,Cropped collared shirt with long sleeves. Front patch pocket. Front button fastening.,Women,shirts
518,GABARDINE FABRIC CROPPED SHIRT,https://www.zara.com/in/en/gabardine-fabric-cropped-shirt-p04432029.html,31.266479999999998,Collared shirt made of gabardine-type fabric. Featuring long cuffed sleeves and patch pockets on the front. Button-up front fastening.,Women,shirts
519,OVERSIZED SHIRT,https://www.zara.com/in/en/oversized-shirt-p04432013.html,31.266479999999998,Loose-fitting collared shirt featuring long sleeves with cuffs. Chest patch pocket. Pleated detail at the back. Button-up fastening on the front.,Women,shirts
520,CROPPED POPLIN SHIRT,https://www.zara.com/in/en/cropped-poplin-shirt-p03067008.html,31.266479999999998,"Collared shirt with long cuffed sleeves. Featuring patch pockets on the front, darts on the back and a button-up front.",Women,shirts
521,STRIPED CROPPED SHIRT,https://www.zara.com/in/en/striped-cropped-shirt-p03564151.html,31.266479999999998,Collared shirt with short sleeves. Featuring a button-up front and an adjustable elasticated drawstring waistband.,Women,shirts
522,CROPPED POPLIN SHIRT,https://www.zara.com/in/en/cropped-poplin-shirt-p08141255.html,31.266479999999998,Johnny collar shirt with wide sleeves falling below the elbow. Front patch pockets. Contrast topstitching detail. Button-up front.,Women,shirts
523,SATIN CROPPED BOMBER JACKET,https://www.zara.com/in/en/satin-cropped-bomber-jacket-p03472309.html,60.239279999999994,Bomber jacket made of 100% viscose. Round neck and sleeves falling below the elbow. Ribbed elastic trims. Front welt pockets. Front fastening with metal zip.,Women,shirts
524,LONG EMBROIDERED BLOUSE,https://www.zara.com/in/en/long-embroidered-blouse-p05107047.html,60.239279999999994,Long blouse made of cotton. Slot collar with long sleeves. Contrast embroidery detail. Asymmetric hem with side vents. Button-up front.,Women,shirts
525,PATCHWORK PRINT BLOUSE,https://www.zara.com/in/en/patchwork-print-blouse-p08291044.html,60.239279999999994,Open blouse made of 100% cotton. Long sleeves. Patchwork print detail. Tied belt in the same fabric.,Women,shirts
526,MINIMALIST SATIN CROSSOVER SHIRT,https://www.zara.com/in/en/minimalist-satin-crossover-shirt-p08366966.html,60.239279999999994,Shirt made of 100% viscose. Featuring a lapel collar and long sleeves with cuffs. Asymmetric hem with side vents. Crossover button-up front.,Women,shirts
527,TIE-DYE PRINT TULLE SHIRT,https://www.zara.com/in/en/tie-dye-print-tulle-shirt-p05039405.html,24.02328,"Semi-sheer collared shirt with long sleeves, seamless trims and a button-up front.This garment is not lined.",Women,shirts
528,OVERSIZE RAMIE SHIRT,https://www.zara.com/in/en/oversize-ramie-shirt-p02731080.html,39.716879999999996,"Collared oversize shirt made of ramie. Featuring long sleeves with cuffs, front patch pocket and a button-up front.",Women,shirts
529,METALLIC THREAD STRIPED SHIRT,https://www.zara.com/in/en/metallic-thread-striped-shirt-p07978779.html,39.716879999999996,Shirt with a slot collar and long sleeves with ties. Metallic thread detail. Fastens at the front with buttons.,Women,shirts
530,FRAYED SHIRT,https://www.zara.com/in/en/frayed-shirt-p03666155.html,39.716879999999996,Collared shirt with long sleeves. Frayed trim detail. Button-up front hidden by a placket.,Women,shirts
531,STRIPED LINEN BLEND SHIRT,https://www.zara.com/in/en/striped-linen-blend-shirt-p02187240.html,39.716879999999996,Collared shirt made of a linen blend. Adjustable long sleeves with tab and button. Button-up front.,Women,shirts
532,POPLIN SHIRT WITH PUFF SLEEVES,https://www.zara.com/in/en/poplin-shirt-with-puff-sleeves-p07863104.html,39.716879999999996,"Sleeveless collared shirt. Featuring a chest patch pocket, an asymmetric puff hem and a button-up front.",Women,shirts
533,LINEN BLEND PRINTED SHIRT,https://www.zara.com/in/en/linen-blend-printed-shirt-p08026460.html,39.716879999999996,Johnny collar shirt in a linen blend. Long sleeves. Hem with side vents. Button-up front.,Women,shirts
534,RUFFLED TEXTURED BLOUSE,https://www.zara.com/in/en/ruffled-textured-blouse-p04437248.html,39.716879999999996,Blouse made of a viscose blend. V-neck and long flared sleeves. Ruffle trims in the same fabric. Frayed trims. Asymmetric hem. Front tie fastening.,Women,shirts
535,SNAKESKIN PRINT TOP,https://www.zara.com/in/en/snakeskin-print-top-p08741247.html,39.716879999999996,V-neck top with long balloon sleeves with cuffs. Metallic thread detail. Invisible side zip fastening.,Women,shirts
536,LINEN-BLEND SHIRT WITH POLKA DOTS,https://www.zara.com/in/en/linen-blend-shirt-with-polka-dots-p03044625.html,36.095279999999995,Shirt made of a linen blend. Johnny collar and long sleeves. Front knot detail at the hem. Button-up front.,Women,shirts
537,BLOUSE WITH FULL SLEEVES,https://www.zara.com/in/en/blouse-with-full-sleeves-p09878177.html,36.095279999999995,Blouse featuring a round neck with drawstring. V-neck and balloon long sleeves with elastic trim.This garment is not lined.,Women,shirts
538,CABLE-KNIT SHIRT,https://www.zara.com/in/en/cable-knit-shirt-p06427111.html,36.095279999999995,Collared shirt with long sleeves and a button-up front.,Women,shirts
539,CROPPED STRIPED SHIRT,https://www.zara.com/in/en/cropped-striped-shirt-p03067039.html,36.095279999999995,Cropped collared shirt featuring long sleeves with cuffs. False welt pockets on the front. Button-up front hidden by a placket.,Women,shirts
540,BLOUSE WITH BOW COLLAR,https://www.zara.com/in/en/blouse-with-bow-collar-p07484160.html,36.095279999999995,"High-neck blouse with a bow, long puff sleeves and a buttoned opening at the back.",Women,shirts
541,TIE-DYE SHIRT,https://www.zara.com/in/en/tie-dye-shirt-p08372229.html,36.095279999999995,Collared shirt with short sleeves. Button-up front.,Women,shirts
542,KNOTTED LINEN SHIRT,https://www.zara.com/in/en/knotted-linen-shirt-p05427002.html,36.095279999999995,"Shirt made of 100% linen with a plunging V-neckline, long cuffed sleeves and front knot fastening at the hem.",Women,shirts
543,FLOWING CROPPED BOMBER JACKET,https://www.zara.com/in/en/flowing-cropped-bomber-jacket-p09479245.html,60.239279999999994,Cropped bomber jacket made of viscose. Round neck and long sleeves with cuffs. Elastic hem. Button-up front.,Women,shirts
544,LINEN BLEND FRAYED SHIRT,https://www.zara.com/in/en/linen-blend-frayed-shirt-p04043251.html,48.16728,Shirt made of a linen blend fabric. Lapel collar and long sleeves. Patch pockets on the front. Adjustable opening detail at the back with ties in the same fabric. Frayed hem. Button-up front.,Women,shirts
545,VOLUMINOUS RAMIE BLOUSE,https://www.zara.com/in/en/voluminous-ramie-blouse-p04786278.html,60.239279999999994,Blouse made of ramie. Round neck and voluminous long sleeves. Button-up front.,Women,shirts
546,RUSTIC TEXTURED BLOUSE,https://www.zara.com/in/en/rustic-textured-blouse-p04437243.html,39.716879999999996,"Blouse made of a cotton and linen blend. Featuring a round neckline, long sleeves, frayed trims and an asymmetric hem.",Women,shirts
